Rank,Name,Team,GS,G,IP,W,L,QS,SV,HLD,H,ER,HR,SO,BB,K/9,BB/9,K/BB,HR/9,AVG,WHIP,BABIP,LOB%,ERA,FIP,ADP
2675,Kyle Bischoff,MIN,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.18,3.99,2.05,1.2,0.251,1.42,0.296,0.7170000000000001,4.48,4.56,999.0
2676,Franklyn Kilome,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.77,3.45,2.25,1.27,0.255,1.38,0.294,0.716,4.48,4.58,999.0
2677,Darin Gillies,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.92,3.69,2.14,1.26,0.253,1.4,0.294,0.7190000000000001,4.48,4.58,999.0
2678,Leon Hunter Jr.,SEA,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.05,3.72,2.16,1.13,0.246,1.37,0.29,0.732,4.11,4.36,999.0
2679,RJ Petit,DET,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.45,3.54,2.1,1.11,0.253,1.38,0.293,0.716,4.31,4.46,999.0
2680,Jake McGee,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.58,2.85,2.66,1.41,0.255,1.32,0.288,0.7240000000000001,4.42,4.58,999.0
2681,Aaron Pinto,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.96,3.93,2.03,1.21,0.252,1.42,0.295,0.7190000000000001,4.47,4.58,999.0
2682,Antonio Velez,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.2,3.07,2.34,1.29,0.26,1.37,0.293,0.721,4.41,4.58,999.0
2683,Max Castillo,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,6.86,2.62,2.62,1.34,0.264,1.34,0.294,0.711,4.49,4.58,999.0
2684,Alan Busenitz,CIN,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.34,3.09,2.38,1.44,0.263,1.39,0.296,0.716,4.64,4.76,999.0
2685,Aaron Slegers,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,6.61,3.54,1.87,1.09,0.268,1.45,0.303,0.71,4.5,4.58,999.0
2686,Garrett Davila,WSN,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.16,3.27,2.19,1.28,0.253,1.35,0.285,0.726,4.31,4.67,999.0
2687,Ryan Boyer,TOR,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.02,3.29,2.44,1.31,0.25,1.34,0.29,0.718,4.41,4.53,999.0
2688,Matt Andriese,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,6.63,2.46,2.69,1.28,0.268,1.34,0.298,0.7090000000000001,4.45,4.48,999.0
2689,Andrew Magno,DET,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.57,4.19,1.81,1.0,0.249,1.43,0.292,0.731,4.13,4.46,999.0
2690,Graham Spraker,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.59,4.34,1.98,1.22,0.243,1.42,0.29,0.727,4.41,4.58,999.0
2691,Robert Gsellman,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,6.92,3.16,2.19,1.22,0.264,1.39,0.297,0.711,4.48,4.58,999.0
2692,Justin Dillon,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.72,3.53,2.19,1.26,0.256,1.39,0.295,0.715,4.52,4.58,999.0
2693,Brett Schulze,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.38,4.31,1.95,1.18,0.248,1.44,0.295,0.721,4.46,4.58,999.0
2694,Peyton Remy,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.27,3.7,2.24,1.27,0.249,1.38,0.292,0.7170000000000001,4.48,4.58,999.0
2695,Jesus Cruz,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.3,3.6,2.3,1.26,0.252,1.38,0.297,0.7190000000000001,4.44,4.47,999.0
2696,Keone Kela,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.32,3.98,2.09,1.29,0.247,1.39,0.29,0.726,4.44,4.63,999.0
2697,Brady Choban,LAA,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.26,3.79,1.91,1.22,0.263,1.45,0.3,0.715,4.59,4.73,999.0
2698,Joan Adon,WSN,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.19,3.59,2.0,1.2,0.257,1.4,0.293,0.7140000000000001,4.46,4.67,999.0
2699,Jonah Scolaro,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.21,4.3,1.91,1.15,0.249,1.44,0.295,0.728,4.37,4.59,999.0
2700,Clay Helvey,WSN,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.8,4.27,1.83,1.15,0.251,1.44,0.293,0.72,4.46,4.68,999.0
2701,Alex Colomé,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,6.42,3.7,1.73,1.18,0.272,1.49,0.304,0.71,4.68,4.8,999.0
2702,Kyle Zurak,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.66,3.77,2.03,1.2,0.256,1.42,0.297,0.716,4.5,4.59,999.0
2703,Tyler McKay,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,6.84,3.85,1.78,1.03,0.264,1.46,0.302,0.713,4.42,4.59,999.0
2704,Tim Cate,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.44,3.91,1.9,1.14,0.256,1.43,0.296,0.725,4.35,4.59,999.0
2705,Gerardo Carrillo,TEX,0,1,1.0,0,0,0,0,0,1,1,0,1,0,8.25,4.05,2.04,1.25,0.252,1.43,0.297,0.7190000000000001,4.55,4.64,999.0
2706,Jason Creasy,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.86,3.42,2.3,1.32,0.254,1.38,0.293,0.7170000000000001,4.52,4.59,999.0
2707,Marcus Walden,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,6.26,2.95,2.13,1.19,0.272,1.41,0.301,0.706,4.54,4.6,999.0
2708,Jackson Kelley,TEX,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.39,4.0,2.1,1.28,0.245,1.4,0.289,0.725,4.44,4.64,999.0
2709,Alan Carter,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,8.03,4.05,1.98,1.2,0.253,1.43,0.296,0.7190000000000001,4.5,4.6,999.0
2710,Matt Sauer,LAD,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.69,3.49,2.2,1.47,0.255,1.39,0.288,0.718,4.7,4.9,999.0
2711,Brandan Bidois,PIT,0,1,1.0,0,0,0,0,0,1,1,0,1,0,8.4,4.48,1.87,1.17,0.25,1.47,0.298,0.715,4.61,4.62,999.0
2712,Trey McLoughlin,NYM,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.13,3.71,2.19,1.25,0.245,1.36,0.286,0.73,4.28,4.51,999.0
2713,Tim Holdgrafer,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.29,3.56,2.05,1.19,0.261,1.42,0.299,0.7120000000000001,4.52,4.6,999.0
2714,José Marte,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.17,4.48,1.82,1.05,0.248,1.45,0.297,0.725,4.31,4.5,999.0
2715,Zac Rosscup,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.37,3.88,1.9,1.32,0.272,1.51,0.311,0.7020000000000001,5.0,4.88,999.0
2716,Blake Holub,MIL,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.94,3.84,2.07,1.26,0.252,1.41,0.293,0.723,4.46,4.62,999.0
2717,Daniel Norris,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.35,3.64,2.02,1.18,0.259,1.42,0.297,0.7190000000000001,4.42,4.6,999.0
2718,Jimmy Nelson,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.72,4.48,1.95,1.18,0.243,1.43,0.293,0.72,4.49,4.6,999.0
2719,Alejandro Mateo,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.69,3.8,2.02,1.21,0.256,1.42,0.296,0.7170000000000001,4.5,4.6,999.0
2720,Raul Brito,SDP,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.71,3.97,1.94,1.19,0.251,1.41,0.292,0.722,4.39,4.65,999.0
2721,Matt Brill,,0,1,1.0,0,0,0,0,0,1,0,0,1,1,7.37,4.5,1.64,1.05,0.256,1.49,0.297,0.7190000000000001,4.45,4.69,999.0
2722,Collin Wiles,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,6.06,2.21,2.74,1.33,0.273,1.34,0.297,0.7040000000000001,4.54,4.61,999.0
2723,Jakob Hernandez,BAL,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.48,3.79,2.24,1.28,0.246,1.37,0.29,0.735,4.28,4.52,999.0
2724,Shane McCarthy,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.75,3.66,2.12,1.26,0.255,1.41,0.295,0.7170000000000001,4.52,4.61,999.0
2725,Tim Naughton,DET,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.93,4.01,1.97,1.12,0.248,1.41,0.291,0.723,4.31,4.49,999.0
2726,Will Stewart,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,6.53,4.18,1.56,0.92,0.266,1.51,0.304,0.722,4.31,4.61,999.0
2727,Jordan Weems,ATL,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.7,3.84,2.27,1.25,0.249,1.39,0.298,0.723,4.42,4.44,999.0
2728,Roel Ramírez,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.37,3.56,2.07,1.18,0.257,1.4,0.296,0.72,4.38,4.53,999.0
2729,Zane Morehouse,CLE,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.92,3.89,2.04,1.13,0.254,1.42,0.299,0.718,4.39,4.48,999.0
2730,Norge Ruiz,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,6.32,3.22,1.96,1.15,0.272,1.44,0.303,0.708,4.55,4.61,999.0
2731,Brandon Hughes,CHC,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.67,3.65,2.37,1.34,0.243,1.34,0.287,0.73,4.34,4.55,999.0
2732,Kolton Ingram,ATL,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.03,4.37,1.83,1.04,0.252,1.46,0.301,0.728,4.28,4.5,999.0
2733,Nick Avila,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.64,3.53,2.16,1.27,0.257,1.4,0.295,0.7170000000000001,4.51,4.59,999.0
2734,Braxton Roxby,SFG,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.01,3.69,2.17,1.03,0.248,1.37,0.294,0.7190000000000001,4.16,4.3,999.0
2735,Cole Ayers,NYY,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.66,3.84,2.0,1.26,0.255,1.43,0.294,0.723,4.48,4.7,999.0
2736,Austin Ross,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.97,3.79,2.1,1.38,0.252,1.4,0.289,0.7190000000000001,4.62,4.79,999.0
2737,Connor Johnstone,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,6.39,3.21,1.99,1.16,0.269,1.42,0.301,0.7090000000000001,4.52,4.61,999.0
2738,Anthony Swarzak,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.31,2.83,2.58,1.38,0.262,1.35,0.295,0.7120000000000001,4.57,4.62,999.0
2739,Jake Palisch,CHW,0,1,1.0,0,0,0,0,0,1,1,0,1,0,6.59,3.67,1.79,1.23,0.266,1.46,0.297,0.723,4.53,4.83,999.0
2740,Shaun Anderson,LAA,0,1,1.0,0,0,0,0,0,1,1,0,1,0,6.43,2.4,2.69,1.58,0.271,1.35,0.292,0.708,4.8,4.93,999.0
2741,Luis Amaya,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.39,4.07,1.81,1.1,0.257,1.45,0.297,0.725,4.36,4.61,999.0
2742,Andrew Walling,PHI,0,1,1.0,0,0,0,0,0,1,0,0,1,1,7.79,4.68,1.66,1.15,0.249,1.48,0.291,0.732,4.39,4.79,999.0
2743,Alex Hoppe,BOS,0,1,1.0,0,0,0,0,0,1,1,0,1,0,6.84,4.24,1.61,1.06,0.271,1.54,0.311,0.7020000000000001,4.78,4.71,999.0
2744,Brandon Bielak,ARI,0,1,1.0,0,0,0,0,0,1,1,0,1,0,6.64,3.09,2.15,1.11,0.271,1.41,0.307,0.701,4.55,4.47,999.0
2745,Matt Seelinger,DET,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.41,3.82,2.2,1.26,0.242,1.36,0.285,0.726,4.34,4.5,999.0
2746,Daniel Duarte,MIN,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.21,4.11,2.0,1.13,0.251,1.43,0.298,0.721,4.39,4.5,999.0
2747,Jack Weisenburger,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,8.47,4.31,1.97,1.22,0.248,1.44,0.294,0.722,4.52,4.62,999.0
2748,Conner Greene,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,8.19,4.0,2.05,1.25,0.251,1.42,0.295,0.718,4.54,4.62,999.0
2749,Ryan Conroy,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.49,3.99,1.88,1.13,0.258,1.45,0.299,0.715,4.49,4.62,999.0
2750,Lucas Jacobsen,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.67,4.11,1.87,1.14,0.255,1.45,0.297,0.7240000000000001,4.41,4.62,999.0
2751,Robbie Hitt,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.37,3.78,1.95,1.15,0.26,1.44,0.3,0.711,4.54,4.62,999.0
2752,Bernie Martinez,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.22,3.21,2.25,1.28,0.26,1.38,0.295,0.7120000000000001,4.53,4.62,999.0
2753,Andrew Lee,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,8.0,4.03,1.98,1.21,0.253,1.43,0.296,0.7170000000000001,4.52,4.62,999.0
2754,Max Kuhns,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,8.02,4.35,1.84,1.27,0.25,1.45,0.291,0.722,4.58,4.8,999.0
2755,Nelvin Correa,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.39,3.91,1.89,1.16,0.258,1.44,0.298,0.716,4.5,4.62,999.0
2756,Jose Quezada,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.6,4.02,1.89,1.18,0.252,1.42,0.292,0.723,4.4,4.67,999.0
2757,Jhan Mariñez,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.32,3.47,2.11,1.4,0.261,1.41,0.294,0.715,4.69,4.84,999.0
2758,Ike Schlabach,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.88,4.02,1.96,1.2,0.252,1.43,0.293,0.727,4.41,4.63,999.0
2759,Ryan Middendorf,MIL,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.09,3.42,2.07,1.2,0.262,1.41,0.297,0.7120000000000001,4.49,4.65,999.0
2760,Jimmy Yacabonis,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.84,3.73,2.1,1.19,0.252,1.4,0.293,0.722,4.36,4.53,999.0
2761,Blake Rogers,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,8.17,3.58,2.28,1.34,0.251,1.38,0.292,0.7170000000000001,4.57,4.63,999.0
2762,Cameron Leonard,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.76,3.49,2.23,1.24,0.258,1.4,0.3,0.718,4.46,4.51,999.0
2763,Jake Higginbotham,SDP,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.16,3.2,2.24,1.32,0.254,1.35,0.286,0.728,4.31,4.68,999.0
2764,Aaron Perry,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.09,3.56,1.99,1.2,0.263,1.43,0.3,0.7090000000000001,4.58,4.63,999.0
2765,Jonathan Holder,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.33,3.67,2.0,1.2,0.261,1.43,0.299,0.7120000000000001,4.56,4.63,999.0
2766,Noah Denoyer,BAL,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.95,3.49,2.28,1.28,0.255,1.38,0.296,0.718,4.47,4.55,999.0
2767,Jake Reindl,,0,1,1.0,0,0,0,0,0,1,0,0,1,1,8.72,4.61,1.89,1.16,0.242,1.44,0.292,0.723,4.46,4.63,999.0
2768,Blake Workman,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.76,3.2,2.42,1.38,0.255,1.36,0.291,0.715,4.56,4.63,999.0
2769,Johan Quezada,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.99,4.48,1.78,1.12,0.254,1.48,0.3,0.718,4.54,4.63,999.0
2770,Raymond Burgos,SFG,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.2,3.24,2.22,0.99,0.256,1.36,0.297,0.726,4.02,4.22,999.0
2771,Anthony Maldonado,ATH,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.88,3.69,2.13,1.34,0.249,1.38,0.285,0.7240000000000001,4.47,4.71,999.0
2772,Anderson Munoz,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,8.22,4.04,2.04,1.25,0.25,1.42,0.294,0.718,4.54,4.63,999.0
2773,Antoine Kelly,COL,0,1,1.0,0,0,0,0,0,1,1,0,1,1,8.02,4.93,1.63,1.19,0.263,1.57,0.31,0.71,4.92,4.92,999.0
2774,Nick Merkel,MIL,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.47,3.57,2.09,1.26,0.257,1.4,0.294,0.716,4.49,4.66,999.0
2775,Hunter McMahon,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,6.24,3.12,2.0,1.16,0.271,1.42,0.3,0.7070000000000001,4.53,4.64,999.0
2776,Tyler Beede,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.61,3.82,1.99,1.12,0.257,1.43,0.3,0.713,4.47,4.54,999.0
2777,Jake Sanchez,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.0,3.73,2.14,1.33,0.249,1.38,0.288,0.7240000000000001,4.47,4.68,999.0
2778,Charles King,PHI,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.57,3.92,1.93,1.31,0.256,1.43,0.293,0.716,4.64,4.81,999.0
2779,Sam McWilliams,MIL,0,1,1.0,0,0,0,0,0,1,1,0,1,0,8.68,4.17,2.08,1.32,0.246,1.42,0.292,0.723,4.55,4.66,999.0
2780,Cody Reed,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.95,3.89,2.04,1.16,0.255,1.42,0.3,0.7240000000000001,4.37,4.52,999.0
2781,Justin Bruihl,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.19,3.65,1.97,1.08,0.259,1.42,0.299,0.72,4.31,4.54,999.0
2782,Logan Gillaspie,SDP,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.36,3.22,2.29,1.33,0.256,1.36,0.289,0.72,4.44,4.66,999.0
2783,Kyle McGowin,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.32,2.96,2.48,1.38,0.258,1.35,0.291,0.7120000000000001,4.55,4.64,999.0
2784,Nicholas Regalado,KCR,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.38,4.26,1.73,1.1,0.263,1.51,0.305,0.7040000000000001,4.74,4.68,999.0
2785,Jason Bahr,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,8.01,3.96,2.02,1.26,0.254,1.43,0.296,0.718,4.57,4.64,999.0
2786,Patrick Halligan,ATL,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.68,3.59,2.14,1.2,0.257,1.4,0.298,0.716,4.46,4.52,999.0
2787,Chase Anderson,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.41,3.08,2.41,1.49,0.257,1.35,0.287,0.7140000000000001,4.67,4.84,999.0
2788,Dany Jiménez,ATL,0,1,1.0,0,0,0,0,0,1,1,0,1,0,8.69,4.42,1.97,1.3,0.246,1.45,0.292,0.72,4.65,4.72,999.0
2789,Justin Wilson,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.96,3.93,2.02,1.29,0.253,1.42,0.293,0.723,4.52,4.73,999.0
2790,Brayan Perez,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,6.28,3.62,1.74,1.05,0.268,1.46,0.3,0.718,4.38,4.64,999.0
2791,Bradley Brehmer,BAL,0,1,1.0,0,0,0,0,0,1,0,0,1,0,6.83,3.35,2.04,1.14,0.266,1.42,0.302,0.713,4.44,4.56,999.0
2792,Chasen Shreve,ATL,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.08,3.47,2.33,1.24,0.254,1.38,0.298,0.727,4.34,4.43,999.0
2793,Kazuhisa Makita,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.05,2.98,2.36,1.33,0.265,1.38,0.297,0.7070000000000001,4.63,4.65,999.0
2794,Osiris German,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.26,3.56,2.04,1.22,0.259,1.41,0.295,0.713,4.52,4.65,999.0
2795,Reid Schaller,WSN,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.59,3.82,1.99,1.27,0.253,1.41,0.29,0.7170000000000001,4.53,4.74,999.0
2796,Lucas Wepf,LAD,0,1,1.0,0,0,0,0,0,1,1,0,1,0,8.58,4.03,2.13,1.39,0.247,1.41,0.291,0.7240000000000001,4.59,4.76,999.0
2797,Francisco Pérez,ATH,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.19,4.28,1.91,1.14,0.244,1.41,0.289,0.737,4.18,4.53,999.0
2798,Trevin Michael,DET,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.76,3.5,2.22,1.25,0.248,1.36,0.286,0.722,4.34,4.53,999.0
2799,Matt Peacock,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,5.78,3.07,1.88,1.13,0.278,1.45,0.305,0.71,4.52,4.65,999.0
2800,Ricardo Pinto,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,6.39,3.38,1.89,1.06,0.27,1.44,0.304,0.71,4.44,4.55,999.0
2801,Cole McDonald,HOU,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.08,4.36,1.86,1.16,0.251,1.45,0.296,0.7190000000000001,4.49,4.63,999.0
2802,Patrick Ruotolo,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.13,3.66,2.22,1.34,0.248,1.37,0.287,0.721,4.5,4.65,999.0
2803,Logan Rinehart,BAL,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.71,3.89,1.98,1.17,0.255,1.43,0.298,0.722,4.4,4.56,999.0
2804,Robbie Erlin,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,6.8,3.05,2.23,1.28,0.262,1.38,0.293,0.72,4.43,4.65,999.0
2805,Ryan Jensen,MIN,0,1,1.0,0,0,0,0,0,1,0,0,1,1,8.53,5.16,1.66,1.03,0.247,1.52,0.3,0.722,4.49,4.63,999.0
2806,Pablo Garabitos,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.85,3.91,2.01,1.25,0.253,1.42,0.293,0.727,4.42,4.67,999.0
2807,Tanner Kiest,LAD,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.87,4.12,1.91,1.26,0.254,1.44,0.295,0.721,4.55,4.76,999.0
2808,Jace Vines,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.7,3.91,1.97,1.22,0.255,1.43,0.296,0.7170000000000001,4.55,4.65,999.0
2809,A.J. Block,LAA,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.45,4.12,1.81,1.21,0.259,1.47,0.298,0.723,4.54,4.8,999.0
2810,Freddy Tarnok,MIA,0,1,1.0,0,0,0,0,0,1,1,0,1,0,8.23,3.69,2.23,1.35,0.249,1.38,0.29,0.7170000000000001,4.57,4.65,999.0
2811,Taylor Broadway,BOS,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.45,3.36,2.21,1.39,0.266,1.43,0.301,0.6990000000000001,4.9,4.75,999.0
2812,Zach Lee,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.21,3.59,2.01,1.42,0.276,1.5,0.311,0.693,5.19,4.94,999.0
2813,Andrew Cabezas,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.42,3.57,2.08,1.25,0.259,1.41,0.296,0.7120000000000001,4.57,4.66,999.0
2814,Andrew Vasquez,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,6.91,3.41,2.03,1.15,0.262,1.41,0.297,0.7140000000000001,4.43,4.66,999.0
2815,Sam Carlson,LAD,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.21,3.69,1.96,1.25,0.261,1.43,0.297,0.715,4.57,4.77,999.0
2816,Chad Kuhl,ATL,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.96,3.64,2.18,1.21,0.258,1.41,0.302,0.7170000000000001,4.48,4.53,999.0
2817,Frank Rubio,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.66,3.75,2.04,1.24,0.257,1.42,0.297,0.713,4.58,4.66,999.0
2818,Eric Stout,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.33,4.16,2.0,1.25,0.245,1.41,0.288,0.73,4.4,4.66,999.0
2819,Steven Brault,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.04,3.63,1.94,1.18,0.263,1.44,0.299,0.718,4.49,4.66,999.0
2820,Dalton Moats,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.85,3.77,2.08,1.29,0.25,1.39,0.289,0.728,4.41,4.66,999.0
2821,Sean Nolin,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.21,3.2,2.25,1.31,0.26,1.38,0.294,0.718,4.51,4.66,999.0
2822,Dakota Chalmers,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,9.26,5.36,1.73,1.11,0.239,1.51,0.297,0.727,4.51,4.66,999.0
2823,Carlo Reyes,CHC,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.0,3.62,2.21,1.27,0.25,1.38,0.291,0.72,4.43,4.56,999.0
2824,Jake Walsh,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,8.05,4.13,1.95,1.23,0.251,1.44,0.294,0.7190000000000001,4.54,4.66,999.0
2825,Roy Garcia,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,7.34,4.48,1.64,1.02,0.258,1.5,0.301,0.7170000000000001,4.47,4.66,999.0
2826,Brandon Komar,CIN,0,1,1.0,0,0,0,0,0,1,1,0,1,0,5.57,3.02,1.85,1.31,0.285,1.49,0.307,0.698,4.92,4.94,999.0
2827,Eric Skoglund,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.04,3.54,1.99,1.23,0.266,1.44,0.301,0.706,4.7,4.71,999.0
2828,Bubba Derby,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.56,3.19,2.37,1.37,0.257,1.37,0.292,0.713,4.58,4.67,999.0
2829,Brandon Brennan,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.15,3.88,1.85,1.22,0.267,1.48,0.305,0.7,4.86,4.76,999.0
2830,Colin McKee,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.86,4.01,1.96,1.22,0.255,1.44,0.297,0.715,4.59,4.67,999.0
2831,Miguel Pena,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.6,4.11,1.85,1.17,0.255,1.45,0.296,0.718,4.51,4.67,999.0
2832,Moises Lugo,,0,1,1.0,0,0,0,0,0,1,0,0,1,0,8.77,4.36,2.01,1.31,0.239,1.4,0.284,0.73,4.43,4.71,999.0
2833,Wes Robertson,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,7.61,4.01,1.9,1.18,0.257,1.45,0.298,0.7140000000000001,4.57,4.67,999.0
